regions,iso3,name,year,boreal,temperate,tropical,subtropical,1a_forestArea,1a_otherWoodedLand,1a_landArea,1b_naturallyRegeneratingForest,1b_plantedForest,1b_plantationForest,1b_plantationForestIntroduced,1b_otherPlantedForest,1c_primary,1c_tempUnstocked,1c_bamboos,1c_mangroves,1c_rubber,1f_palms,1f_treeOrchards,1f_agroforestry,1f_treesUrbanSettings,1f_other,2a_gs_ha_nat_reg,2a_gs_ha_planted,2a_gs_ha_plantation,2a_gs_ha_other_planted,2a_gs_ha_forest,2a_gs_ha_owl,2a_gs_tot_nat_reg,2a_gs_tot_planted,2a_gs_tot_plantation,2a_gs_tot_other_planted,2a_gs_tot_forest,2a_gs_tot_owl,2b_native_#1,2b_native_#2,2b_native_#3,2b_native_#4,2b_native_#5,2b_native_#6,2b_native_#7,2b_native_#8,2b_native_#9,2b_native_#10,2b_native_remaining,2b_native_total,2b_introduced_#1,2b_introduced_#2,2b_introduced_#3,2b_introduced_#4,2b_introduced_#5,2b_introduced_remaining,2b_introduced_total,2b_total_gs,2c_agb,2c_bgb,2c_dwb,2d_carbon_agb,2d_carbon_bgb,2d_carbon_dw,2d_carbon_litter,2d_carbon_soil,2d_soil_depth_cm,3a_prim_prod,3a_prim_prot,3a_prim_biodiv,3a_prim_socserv,3a_prim_multi,3a_prim_other,3a_prim_no_unknown,3a_tot_prod,3a_tot_prot,3a_tot_biodiv,3a_tot_socserv,3a_tot_other,3b_protected,3b_forMngt,3b_mngtProt,4a_priv_own,4a_individ,4a_bus_inst_fo,4a_indigenous_fo,4a_pub_own,4a_fo_unknown,4b_pub_admin,4b_individuals,4b_bus_inst_mr,4b_indigenous_mr,4b_unknown,5c_y_n,6a_policies_national,6a_policies_sub_national,6a_legislation_national,6a_legislation_sub_national,6a_platform_national,6a_platform_sub_national,6a_traceability_national,6a_traceability_sub_national,6b_pfe_y_n,6b_pfe_area,7a_employment_tot,7a_employment_fem,7a_employment_male,7a_emp_forestry_tot,7a_emp_forestry_fem,7a_emp_forestry_male,7a_emp_logging_tot,7a_emp_logging_fem,7a_emp_logging_male,7a_emp_nwfp_tot,7a_emp_nwfp_fem,7a_emp_nwfp_male,7a_emp_support_tot,7a_emp_support_fem,7a_emp_support_male,7b_phd_tot,7b_phd_fem,7b_phd_male,7b_msc_tot,7b_msc_fem,7b_msc_male,7b_ba_tot,7b_ba_fem,7b_ba_male,7b_tech_tot,7b_tech_fem,7b_tech_male,7b_total_tot,7b_total_fem,7b_total_male
"UNECE, FOREST EUROPE, Europe",AND,Andorra,2015,0,100,0,0,16,0,47,16,0,0,0,0,0,,0,0,0,0,,,,,220,0,,,220,,3.52,0,0,0,3.52,0,,,,,,,,,,,,,,,,,,,,,154,30.8,,72.38,14.48,,,,,0.5,7,6.7,1.37,,,0.43,,,,,,,,,,,,,,16,,,,,,no,,yes,,,,yes,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"UNECE, FOREST EUROPE, Europe",AND,Andorra,2020,0,100,0,0,16,0,47,16,0,0,0,0,0,,0,0,0,0,,,,,220,0,,,220,,3.52,0,0,0,3.52,0,,,,,,,,,,,,,,,,,,,,,154,30.8,,72.38,14.48,,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,no,,yes,,,,yes,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North and Central America,BMU,Bermuda,1990,0,0,0,100,1,0,5,,,,,,,,,0.01,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North and Central America,BMU,Bermuda,2000,0,0,0,100,1,0,5,,,,,,,,,0.01,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North and Central America,BMU,Bermuda,2010,0,0,0,100,1,0,5,,,,,,,,,0.01,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North and Central America,BMU,Bermuda,2015,0,0,0,100,1,0,5,,,,,,,,,0.01,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North and Central America,BMU,Bermuda,2020,0,0,0,100,1,0,5,,,,,,,,,0.01,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"International Tropical Timber Organization, Montreal Process, Oceania",AUS,Australia,1990,0,35,15,50,133882.2,,768230,132859.3,1022.9,1022.9,926.44053,,,,,1045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,1022.9,,14481.66,,11382.6,0,,12405.5,,25864.2,27091.9,106488.6,14481.66,,,36124.62,,,,96746.39,,40389.38,56357.01,,,0,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,26281.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"International Tropical Timber Organization, Montreal Process, Oceania",AUS,Australia,2000,0,35,15,50,131814.1,,768230,130329.4,1484.7,1484.7,972.18156,,4963,,,749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.56,40.69,24.72,42.78,20.35,12.36,4.52,86.61,30,1484.7,,17594.47,,9129,0,,10613.7,,26723.5,26965.9,103983.1,17594.47,,,31773.37,,,,98058.21,,37495.26,60562.95,,,0,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,26256.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"International Tropical Timber Organization, Montreal Process, Oceania",AUS,Australia,2010,0,35,15,50,129546.1,,768230,127378.2,2167.9,2008.9,1023.53455,159,,,,913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.36,40.97,24.98,43.18,20.49,12.49,4.55,87.71,30,2008.9,,22260.35,,10556.6,0,,12565.5,30961.5,40733.1,33330.6,94662.1,22260.35,28824.69,17911.85,36184.19,,,16847.83,92342.3,,39354.76,50495.29,,2492.25,0,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,32763.7,7.57,,,,,,,,,,,,2.17,,,32,,,,,,28,,,437,,,499,,
"International Tropical Timber Organization, Montreal Process, Oceania",AUS,Australia,2015,0,35,15,50,133094.5,,768230,130676.7,2417.8,1973.4,1035.44298,444.4,4504,,,854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.56,40.05,24.31,42.28,20.02,12.16,4.46,85.99,30,1973.4,,23899.97,,10440.8,0,,12414.2,36334.8,45736.9,32116.8,99401.5,23899.97,42965.58,19048.04,43018.03,,,17862.51,89217,,38104.8,46239.71,,4872.49,0,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,31154.3,8.98,,,,,,,,,,,,2.96,,,52,,,,,,31,,,301,,,364,,
"International Tropical Timber Organization, Montreal Process, Oceania",AUS,Australia,2020,0,35,15,50,134005.1,,768230,131614.8,2390.3,1942.7,1037.01,447.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.98,39.77,24.15,41.99,19.89,12.07,4.43,85.41,30,1942.7,,24071.55,,10515.77,0,97475.08,12383.5,36053,46065.19,32347.37,100115.1,24071.55,43259.64,19178.43,,,,,,,,,,,,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asia,AFG,Afghanistan,1990,0,3,0,97,1208.44,571.61,65286,1208.44,0,0,0,0,,,,,,,20,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1208.44,,,,,,,,,0,0,0,0,1208.44,0,1208.44,0,0,0,0,yes,yes,yes,yes,yes,yes,yes,no,no,yes,1208.44,,,,,,,,,,,,,,,,,,,,,,220,20,200,,,,,,
Asia,AFG,Afghanistan,2000,0,3,0,97,1208.44,571.61,65286,1208.44,0,0,0,0,,,,,,,40,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,1203.44,,,5,,,,,,0,0,0,0,1208.44,0,1208.44,0,0,0,0,yes,yes,yes,yes,yes,yes,yes,no,no,yes,1208.44,,,,,,,,,,,,,,,,,,,,,,250,30,220,,,,,,
Asia,AFG,Afghanistan,2010,0,3,0,97,1208.44,571.61,65286,1208.44,0,0,0,0,,,,,,,45,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,,,,1148.44,,,60,,,,,,0,0,0,0,1208.44,0,1208.44,0,0,0,0,yes,yes,yes,yes,yes,yes,yes,no,no,yes,1208.44,,,,,,,,,,,,,,,,,,,,,,250,30,220,180,20,160,,,
Asia,AFG,Afghanistan,2015,0,3,0,97,1208.44,571.61,65286,1208.44,0,0,0,0,,,,,,,117.64,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,,,,1113.44,,,95,,,,,,0,0,0,0,1208.44,0,1208.44,0,0,0,0,yes,yes,yes,yes,yes,yes,yes,no,no,yes,1208.44,,,,,,,,,,,,,,,,,,,,,,300,50,250,400,100,300,,,
Asia,AFG,Afghanistan,2020,0,3,0,97,1208.44,571.61,65286,1208.44,0,0,0,0,,,,,,,120,0.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,,,,1113.44,,,95,,,,18,,,,,,,,,,,,,yes,yes,yes,yes,yes,yes,yes,no,no,yes,1208.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asia,BHR,Bahrain,1990,0,0,0,100,0.22,0.09,77,0,0.22,0.22,0,0,,,0,0.09,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.22,0,0,0,0,0,,,,,,,,,0,0,0,0,0.22,0,,,,,0.22,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asia,BHR,Bahrain,2000,0,0,0,100,0.37,0.09,77,0,0.37,0.37,0,0,,,0,0.09,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.37,0,0,0,0,,,,,,,,,,0,0,0,0,0.37,,,,,,0.37,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asia,BHR,Bahrain,2010,0,0,0,100,0.52,0.09,77,0,0.52,0.52,0,0,,,0,0.09,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.52,0,0,0,0,0,,,,,,,,,0,0,0,0,0.52,0,,,,,0.52,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asia,BHR,Bahrain,2015,0,0,0,100,0.6,0.09,77,0,0.6,0.6,0,0,,,0,0.09,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.6,0,0,0,0,0,,,,,,,,,0,0,0,0,0.6,0,,,,,0.6,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asia,BHR,Bahrain,2020,0,0,0,100,0.7,0.09,77,0,0.7,0.7,0,0,,,0,0.09,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.6,0,0,0,0,0.1,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Montreal Process, South America",ARG,Argentina,1990,0,8,83,9,35204,63580,273669,34438,766,766,751,0,,,,0,,,,,,,74.79,515.5,515.5,,84.37933189,12.76,2575.61802,394.873,394.873,0,2970.49,811.2808,658.57,405.41,262.38,156.26,95.39,47.4,54.05,55.71,45.55,44.98,749.91,2575.61,166,111,74,12,5,29,397,2972.61,172.98,44.85,,82.65,21.44,,3.67,45.42,30,766,,,,,,34438,766,,,,,1566,,,767,,,,2,34435,,,,,2,no,yes,yes,yes,yes,yes,yes,yes,no,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Montreal Process, South America",ARG,Argentina,2000,0,8,83,9,33378,63950,273669,32302,1076,1076,1054,0,,,,0,,,,,,,77.47,515.5,515.5,,91.59086824,12.68,2502.43594,554.678,554.678,0,3057.12,810.886,658.57,405.41,238.1,141.73,86.52,45.63,49.52,50.53,42.27,41.52,742.64,2502.44,233,156,104,17,7,41,558,3060.44,177.07,45.65,,84.58,21.82,,3.75,46.08,30,1076,,,,,,32302,1076,,,,,1738,,,1077,,,,3,32298,,,,,3,no,yes,yes,yes,yes,yes,yes,yes,no,yes,,10,,,,,,,,,,,,,,,46,,,570,,,835,,,,,,,,
"Montreal Process, South America",ARG,Argentina,2010,0,8,83,9,30214,63440,273669,29027,1187,1187,1163,0,,,,0,,,,,,,81.7,515.5,515.5,,98.74263586,12.56,2371.5059,611.8985,611.8985,0,2983.41,796.8064,658.57,405.41,206.76,123,75.09,44.09,43.81,43.86,40.01,36.7,694.2,2371.5,257,172,114,18,8,44,613,2984.5,182.12,46.67,,86.96,22.29,,3.85,46.9,30,1195.92,,208.08,0,258.68,409.7,28141.62,1328.83,,323.84,58.46,624.99,1747,,,1189,,,,3,29022,,,,,3,no,yes,yes,yes,yes,yes,yes,yes,no,yes,36225,12,,,,,,,,,,,,,,,725,,,1201,,,1158,,,,,,,,
"Montreal Process, South America",ARG,Argentina,2015,0,8,83,9,29097,63193,273669,27812,1285,1285,1259,0,,,,0,,,,30.34,,,83.36,515.5,515.5,,102.4445819,12.51,2318.40832,662.4175,662.4175,0,2980.83,790.54443,655.68,402.27,195.86,116.49,71.11,43.8,41.88,41.53,39.27,34.91,675.61,2318.41,278,186,124,20,9,48,665,2983.41,184.34,47.1,,88.01,22.5,,3.89,47.26,30,1299.22,,111.65,53.48,2810.9,371.62,24450.13,1440.83,,2415.63,555.83,3171.82,1856,,,1289,,,,4,27804,,,,,4,no,yes,yes,yes,yes,yes,yes,yes,no,yes,42554,9,,,,,,,,,,,,,,,1107,,,1431,,,1515,,,,,,,,
"Montreal Process, South America",ARG,Argentina,2020,0,8,83,9,28573,62964,273669,27137,1436,1436,1407,0,,,,0,,,,34.47,,,83.98,515.5,515.5,,105.6672383,12.43,2278.96526,740.258,740.258,0,3019.23,782.64252,648.44,394.4,190.1,113.04,69.01,43.74,40.87,40.31,38.19,34.02,666.83,2278.95,311,208,138,22,10,54,743,3021.95,185.74,47.35,,88.65,22.61,,3.89,47.49,30,1444.93,,982.46,3.2,3234.63,3531.03,19376.75,2957.17,,2646.03,2845.52,6700.87,1928,,,,,,,,,,,,,,no,yes,yes,yes,yes,yes,yes,yes,no,yes,43233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"International Tropical Timber Organization, FOREST EUROPE, EU-27, UNECE, Europe",BGR,Bulgaria,1990,0,98,0,2,3327,130,10856,2295,1032,0,0,1032,157,,0,0,0,0,,,,,122,122,0,122,122,,279.99,125.904,0,125.904,405.894,,107.3,85.2,63.9,22,35.1,25.8,23.9,10.4,6.3,3.7,19.19,402.79,1,2,0.1,,,,3.1,405.89,108.46,27.7,,50.98,13.02,,6.12,,,2365,430,132,222,178,0,0,2365,,132,7,,132,3327,132,0,0,0,0,3327,0,3327,0,0,0,0,no,yes,no,yes,no,no,no,yes,no,yes,3327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"International Tropical Timber Organization, FOREST EUROPE, EU-27, UNECE, Europe",BGR,Bulgaria,2000,0,98,0,2,3375,104,10856,2442,933,0,0,933,270,,0,0,0,0,99,,,,155.88,156,0,156,156,,380.65896,145.548,0,145.548,526.5,,130.1,114.4,76.9,53.6,42.6,32.5,20.5,10.8,8.2,4.1,29.36,523.06,1.5,1.8,0.12,,,,3.42,526.48,139.9,33.83,,65.75,15.9,,7.89,,,2258,433,245,222,217,0,0,2258,,245,,,245,3230,100,283,264,19,0,3092,0,3092,0,0,0,0,no,yes,no,yes,no,no,no,yes,no,yes,3375,26.18,6.6,19.58,,,,,,,,,,,,,,,,,,,,,,,,,,,
"International Tropical Timber Organization, FOREST EUROPE, EU-27, UNECE, Europe",BGR,Bulgaria,2010,0,98,0,2,3737,24,10856,2920,817,0,0,817,597,,0,0,0,0,73,,,,172.69,174,0,174,173,,504.2548,142.158,0,142.158,646.501,,154.6,138,93.2,70.2,55.3,44.8,24.8,13.2,11.2,4.4,31,640.7,2.8,2.8,0.14,,,,5.74,646.44,157.63,37.69,,74.09,17.71,,8.89,,,2387,439,572,219,120,0,0,2387,,572,,,572,3595,430,451,405,46,0,3286,0,3042,0,244,0,0,no,yes,no,yes,no,no,no,yes,no,yes,3737,20.14,4.25,15.89,,,,,,,,,,,,,,,,,,,,,,,,,,,
"International Tropical Timber Organization, FOREST EUROPE, EU-27, UNECE, Europe",BGR,Bulgaria,2015,0,98,0,2,3833,24,10856,3009,824,0,0,824,704,,0,0,0,0,83,,,,177.46,176.87,0,176.87,177.5,,533.97714,145.74088,0,145.74088,680.3575,,164.8,144,95.6,73.9,59.8,47.2,27.1,14.8,14.2,4.5,27.86,673.76,3.9,2.7,0.14,,,,6.74,680.5,161.84,38.65,,76.06,18.17,,9.13,,,1496,359,704,225,1049,0,0,1496,,704,,,704,3673,544,468,411,57,0,3365,0,3016,0,349,0,0,no,yes,no,yes,no,no,no,yes,no,yes,3833,28.6,4.6,24,,,,,,,,,,,,,,,,,,,,,,,,,,,
"International Tropical Timber Organization, FOREST EUROPE, EU-27, UNECE, Europe",BGR,Bulgaria,2020,0,98,0,2,3893,24,10856,3116,777,0,0,777,704,,0,0,0,0,,,,,196.99,196.99,0,196.99,197,,613.82084,153.06123,0,153.06123,766.921,,175,150,98,77.6,64.3,49.6,29.4,16.4,17.2,6.2,75,758.7,5,2.6,0.14,,,,7.74,766.44,180.5,42.98,,84.83,20.2,,10.18,,,1500,365,704,225,1099,0,0,1500,,704,,,704,3733,544,,,,,,,,,,,,no,yes,no,yes,no,no,no,yes,no,yes,3893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Asia, UNECE",AZE,Azerbaijan,1990,0,71,0,29,944.74,31.56,8266,651.87,292.87,9.45,0,283.42,,,,,,,,,,,,,,,172,,,,,,162.49528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,944.74,,,,,,70,,,0,0,0,0,944.74,0,944.74,0,0,0,0,no,yes,,yes,,no,,no,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Asia, UNECE",AZE,Azerbaijan,2000,0,71,0,29,987.22,31.56,8266,681.18,306.04,9.87,0.05,296.17,,,,,,,,,,,,,,,172,,,,,,169.80184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,987.22,,,,,,371,,,0,0,0,0,987.22,0,987.22,0,0,0,0,no,yes,,yes,,no,,no,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Asia, UNECE",AZE,Azerbaijan,2010,0,71,0,29,1032.49459,31.5562,8266,743.3961048,289.1,10.3249459,0.05162473,278.7735393,,,,,,,,,,,,,,,172,,,,,,177.5890695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,371,,,0,0,0,0,1032.49,,1032.49,0,0,0,0,no,yes,,yes,,no,,no,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Asia, UNECE",AZE,Azerbaijan,2015,0,71,0,29,1077.88697,29.49291,8266,754.520879,323.37,21.5577394,0.215577394,301.8083516,,,,,,,,,,,,,,,172,,,,,,185.3965588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,371,,,0,0,0,0,1077.89,,1077.89,0,0,0,0,no,yes,,yes,,no,,no,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Asia, UNECE",AZE,Azerbaijan,2020,0,71,0,29,1131.77,26.72,8266,826.2,305.57,22.63,0.22,282.94,,,,,,,,,,,,,,,172,,,,,,194.66444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1131.77,,,,,,371,,,,,,,,,,,,,,no,yes,,yes,,no,,no,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North and Central America,ABW,Aruba,1990,0,0,100,0,0.42,0,18,0.42,0,0,0,0,,,,0.42,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.42,,,,,,,,,,,,,,0.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North and Central America,ABW,Aruba,2000,0,0,100,0,0.42,0,18,0.42,0,0,0,0,,,,0.42,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.42,,,,,,,,,,,,,,0.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North and Central America,ABW,Aruba,2010,0,0,100,0,0.42,0,18,0.42,0,0,0,0,,,,0.42,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.42,,,,,,,,,,,,,,0.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North and Central America,ABW,Aruba,2015,0,0,100,0,0.42,0,18,0.42,0,0,0,0,,,,0.42,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.42,,,,,,,,,,,,,,0.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North and Central America,ABW,Aruba,2020,0,0,100,0,0.42,0,18,0.42,0,0,0,0,,,,0.42,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North and Central America,BLZ,Belize,1990,0,0,100,0,1600.03,71.87,2281,1597.97,2.06,2.06,,0,,,,75.56,,,,,,,162.3,162.3,162.3,,162.3,,259.350531,0.334338,0.334338,0,259.684869,,,,,,,,,,,,,,,,,,,,,,211,50.6,,99.2,23.8,,,,,,,,,,,1600.03,,,,,,,,,,,,,,1600.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North and Central America,BLZ,Belize,2000,0,0,100,0,1459.3,89.78,2281,1457.13,2.17,2.17,,0,,,,74.54,,,,,,,162.3,162.3,162.3,,162.3,,236.492199,0.352191,0.352191,0,236.84439,,,,,,,,,,,,,,,,,,,,,,211,50.6,,99.2,23.8,,,,,,,,,,,1459.3,,,,,,741.69,,,,,,,,1459.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North and Central America,BLZ,Belize,2010,0,0,100,0,1391.39,107.7,2281,1389.11,2.28,2.28,,0,,,,72.67,,,,,,,162.3,162.3,162.3,,162.3,,225.452553,0.370044,0.370044,0,225.822597,,,,,,,,,,,,,,,,,,,,,,211,50.6,,99.2,23.8,,,,,,,,,,,1391.39,,,,,,756.15,,,,,,,,1391.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North and Central America,BLZ,Belize,2015,0,0,100,0,1332.83,116.65,2281,1330.5,2.33,2.33,,0,,,,72.31,,,,,,,162.3,162.3,162.3,,162.3,,215.94015,0.378159,0.378159,0,216.318309,,,,,,,,,,,,,,,,,,,,,,211,50.6,,99.2,23.8,,,,,,,,,,,1332.83,,,,,,762.6,,,,,,,,1332.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North and Central America,BLZ,Belize,2020,0,0,100,0,1277.05,125.61,2281,1274.67,2.39,2.39,,0,,,,71.96,,,,,,,162.3,162.3,162.3,,162.3,,206.878941,0.387897,0.387897,0,207.265215,,,,,,,,,,,,,,,,,,,,,,211,50.6,,99.2,23.8,,,,,,,,,,,1277.05,,,,,,757.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FOREST EUROPE, UNECE, Europe",BIH,Bosnia and Herzegovina,1990,0,94,0,6,2210,500,5120,,,,,,,,0,0,0,,,,,,,,,,131.6742081,,,,,,291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2210,,,,,,,,,403,,,,1807,0,,,,,1807,no,no,,no,,no,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FOREST EUROPE, UNECE, Europe",BIH,Bosnia and Herzegovina,2000,0,94,0,6,2111.65,685.99,5120,,,,,,,,0,0,0,,,,,,,,,,169.5356712,,,,,,358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2111.65,,,,,,,,,555.22,,,,1556.43,0,,,,,1556.43,no,no,,no,,no,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FOREST EUROPE, UNECE, Europe",BIH,Bosnia and Herzegovina,2010,0,94,0,6,2102.66,675.6,5120,,,,,,,,0,0,0,,,,,,,,,,185.1511894,,,,,,389.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2102.66,,,,,,,,,555.22,,,,1547.44,0,,,,,1547.44,no,no,,no,,no,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FOREST EUROPE, UNECE, Europe",BIH,Bosnia and Herzegovina,2015,0,94,0,6,2160.5,636.64,5120,2041.19,119.31,0,0,119.31,,,0,0,0,,,,,,191.491238,73.67362333,0,73.67,184.9849572,,390.87,8.79,0,8.7895677,399.66,,,,,,,,,,,,,,,,,,,,,,156.36,32.63,,73.49,15.34,,,,,,,,,,,2160.5,,,,,,,,,571.42,,,,1589.08,0,,,,,1589.08,no,no,,no,,no,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FOREST EUROPE, UNECE, Europe",BIH,Bosnia and Herzegovina,2020,0,94,0,6,2187.91,625.37,5120,,,,,,,,0,0,0,,,,,,,,,,184.98,,,,,,404.7195918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2187.91,,,,,,,,,,,,,,,,,,,,no,no,,no,,no,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"UNECE, Europe, FOREST EUROPE",BLR,Belarus,1990,0,100,0,0,7780,491,20297.8,6576.434,1203.57,0.778,0,1202.788,,,0,0,0,0,63.6,0,14.9,0,142.2959616,130.78,130.78,130.78,140.5141388,35.1,935.8,157.4023615,0.10174684,157.3006146,1093.2,17.2341,611.1,173.9,156.1,79.1,33.9,22.2,9.3,3.5,1.5,0,2.6,1093.2,,,,,,,,1093.2,87.4,11.6,1,43.7,5.9,0.3,7.3,92.6,30,4498,622,357,1234,0,1069,,5924.7,622.2,357,1234,1069,357,7780,357,0,0,0,0,7780,,7780,0,0,0,0,no,yes,yes,yes,yes,yes,yes,no,no,yes,7780,36.75,4.62,32.13,,,,,,,,,,,,,7,0,7,,,,148,32,116,,,,155,32,123
